Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
e341d173-1d9e-3285-8808-19d504a70d80,c1414e2c-48df-3428-92a4-ac36114a2a45,Jude172 Franecki195,F,GENERAL PRACTICE,160 ROUTE 137,EAST HARWICH,MA,02645-1316,41.708597,-70.031856,230
fd46a59c-9c25-3890-8e58-8c36998efb26,9be53aec-ec1e-3681-bdc9-6fe0c25ec904,Isadora719 Keeling57,F,GENERAL PRACTICE,747 MAIN ST,CONCORD,MA,01742-3326,42.462911,-71.364496,91
f361bf47-7fdc-332b-8459-3de8a48daf75,3956291a-3345-394a-9588-53b6aa6def35,Sunny31 Schowalter414,F,GENERAL PRACTICE,1093 BEACON ST,BROOKLINE,MA,02446-5623,42.323853,-71.142003,48
6704ebca-0f8a-3718-b4cf-9fe0511c8b60,d71ace90-0787-39a4-a884-6b23118a7f11,Leonarda398 Hermiston71,F,GENERAL PRACTICE,18 MOORE ST,BELMONT,MA,02478-2525,42.395317,-71.180284,28
5c0cfe05-f379-3013-8c5c-1452f420d019,58fe1815-1e8a-38ed-a91a-17d4ef18c8d8,Ramon749 Legros616,M,GENERAL PRACTICE,259 MAIN ST,ASHLAND,MA,01721-2115,42.257754999999996,-71.473526,96
89efff17-0de1-3c6e-a8b4-1ec91c2b2478,58fe1815-1e8a-38ed-a91a-17d4ef18c8d8,Zella14 Stokes453,F,INTERNAL MEDICINE,259 MAIN ST,ASHLAND,MA,01721-2115,42.257754999999996,-71.473526,0
4b6d303f-6084-3ccc-abea-015ca3052b37,58fe1815-1e8a-38ed-a91a-17d4ef18c8d8,Jacquiline133 Kassulke119,F,INTERNAL MEDICINE,259 MAIN ST,ASHLAND,MA,01721-2115,42.257754999999996,-71.473526,0
7198841d-470f-30ef-b041-22af6e6dd23b,7fd1c5c4-2ca8-345a-b3d3-08f376656c65,Margarita164 Murazik203,F,OPTOMETRY,453 SUMNER AVE,SPRINGFIELD,MA,01108-2320,42.115454,-72.539978,0
9d629656-36c6-3ba2-ac20-02d7e1423339,7fd1c5c4-2ca8-345a-b3d3-08f376656c65,Abel832 Howell947,M,OPTOMETRY,453 SUMNER AVE,SPRINGFIELD,MA,01108-2320,42.115454,-72.539978,0
1b36d2ba-7a2f-38e9-ad31-6c1fe4023901,7fd1c5c4-2ca8-345a-b3d3-08f376656c65,Tana168 Weimann465,F,GENERAL PRACTICE,453 SUMNER AVE,SPRINGFIELD,MA,01108-2320,42.115454,-72.539978,71
e766300c-9159-368f-ae67-99db42a6940c,e482f478-8c5b-3b33-a4a2-8c9368861673,Lorenzo669 Pichardo350,M,GENERAL PRACTICE,67 CODDINGTON ST,QUINCY,MA,02169-4511,42.261006,-71.008988,8
693db85c-b3cc-3a49-bb63-7ec08287c033,33cc0874-8bc5-3233-a287-9436ac374724,Nolan344 Mayer370,M,GENERAL PRACTICE,540 MAIN ST,WEYMOUTH,MA,02190-1818,42.206676,-70.94584499999998,51
313fc487-71f9-36c9-b83e-f6c6f24af4ea,4a52148e-3f36-3c19-8964-28263bf687d9,Patrick786 Kunze215,M,CHIROPRACTIC,70 NEW OCEAN ST,SWAMPSCOTT,MA,01907-1831,42.468059000000004,-70.89126,0
70d1cfef-111e-3b11-9ea7-56788340593e,4a52148e-3f36-3c19-8964-28263bf687d9,Shella455 Collins926,F,GENERAL PRACTICE,70 NEW OCEAN ST,SWAMPSCOTT,MA,01907-1831,42.468059000000004,-70.89126,30
6c6b8dbd-cd80-33bd-b284-b29e7cfb312e,8b607111-30ff-3014-bf43-3a9d61993538,Tuyet839 Walter473,F,PHYSICAL THERAPY,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,0
e5a1dd36-541a-3e03-8ef4-dfd8d1f3ee45,8b607111-30ff-3014-bf43-3a9d61993538,Deonna907 Bins636,F,PHYSICAL THERAPY,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,0
13e38b9b-0671-3836-8030-78d8094da72e,8b607111-30ff-3014-bf43-3a9d61993538,Garret233 Parker433,M,GENERAL PRACTICE,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,29
c4cb79dc-4fa4-306b-b4e2-30a25bdd20ea,060f5b13-56d0-3500-bbb5-008bcb8fe70a,Odelia236 Feeney44,F,PSYCHIATRY,43 COLUMBIA ST,BROOKLINE,MA,02446-2407,42.323853,-71.142003,0
f60211f5-1310-36dc-abf0-607de35fea98,060f5b13-56d0-3500-bbb5-008bcb8fe70a,Kathy623 Zboncak558,F,CLINICAL PSYCHOLOGIST,43 COLUMBIA ST,BROOKLINE,MA,02446-2407,42.323853,-71.142003,0
6c304ca9-600c-3075-95ff-f7efce0b89e4,060f5b13-56d0-3500-bbb5-008bcb8fe70a,Edwina60 Christiansen251,F,GENERAL PRACTICE,43 COLUMBIA ST,BROOKLINE,MA,02446-2407,42.323853,-71.142003,66
85091bb4-3e9d-37bf-9329-5e6245ee9ce9,a1bedf73-1a07-3f12-b93d-1c0aff4fdb8e,Myron933 Lynch190,M,GENERAL PRACTICE,72 WASHINGTON ST,TAUNTON,MA,02780-2491,41.903324,-71.094987,78
ebaf3a10-12eb-3fc1-ac84-a378ae9dd181,cad09f44-4aea-35ba-8979-5c7d7a11d340,Maudie129 Kihn564,F,GENERAL PRACTICE,344 HARVARD ST,BROOKLINE,MA,02446-2917,42.323853,-71.142003,21
df8e3e19-1106-3888-9fb4-efec5b95da93,eb202f89-722d-3e19-8085-e5cbfe96c5ba,Shalon513 Cummerata161,F,CHIROPRACTIC,30 GORHAM ST,LOWELL,MA,01852-2575,42.63898,-71.321141,0
302b301d-e398-3396-bdd5-1cdfe3443aee,eb202f89-722d-3e19-8085-e5cbfe96c5ba,Isidro558 Bogisich202,M,GENERAL PRACTICE,30 GORHAM ST,LOWELL,MA,01852-2575,42.63898,-71.321141,27
aa97cfd9-bb72-3048-9182-887f59722f70,ea4b4b79-85fe-3b92-82ca-09d2e731c55b,Ena816 Simonis280,F,PHYSICAL THERAPY,14 MCGRATH HWY,SOMERVILLE,MA,02143-4505,42.390445,-71.101033,0
e63e2a10-3b6a-3344-a8da-1ed5507ffaea,ea4b4b79-85fe-3b92-82ca-09d2e731c55b,Lahoma872 Adams676,F,PHYSICAL THERAPY,14 MCGRATH HWY,SOMERVILLE,MA,02143-4505,42.390445,-71.101033,0
08acb9ce-0f09-3307-a7e6-3dc3ef0d4ab0,ea4b4b79-85fe-3b92-82ca-09d2e731c55b,Shakia673 Gerlach374,F,GENERAL PRACTICE,14 MCGRATH HWY,SOMERVILLE,MA,02143-4505,42.390445,-71.101033,46
b7e86bfe-c5cc-3e59-880a-9b15eef9fc69,d344c3ca-e7bd-3da2-81e0-f4ef43e0e4cf,Esta787 Reinger292,F,GENERAL PRACTICE,10 LANGLEY RD,NEWTON CENTRE,MA,02459-1972,42.331876,-71.208402,28
4b432c97-ea97-32d3-8cea-de08320de67b,c03afdc3-c4da-3d00-8916-e4fde08e187c,Kelley882 Runte676,M,GENERAL PRACTICE,817 MERRIMACK ST,LOWELL,MA,01854-3548,42.63898,-71.321141,22
eafb8d39-be8a-3914-b92b-d6818f00a4f6,df5a72fa-fb57-3a95-b115-665b3e2f0aa3,Alfred550 Homenick806,M,OPTOMETRY,80 BOSTON TPKE,SHREWSBURY,MA,01545-3601,42.284766999999995,-71.714228,0
bc0efa78-f8fb-3d0d-8f47-417847e25d88,df5a72fa-fb57-3a95-b115-665b3e2f0aa3,Leandro563 Sawayn19,M,GENERAL PRACTICE,80 BOSTON TPKE,SHREWSBURY,MA,01545-3601,42.284766999999995,-71.714228,26
270a6552-f535-3e38-8201-e5db11318da4,eb41a4ec-fbbe-336c-9987-cae575551845,Sharonda198 Auer97,F,GENERAL PRACTICE,700 WASHINGTON ST,DEDHAM,MA,02026-4427,42.246871999999996,-71.179462,33
7b1b72bd-0790-3901-b244-a1090718a268,47d8c4f0-874d-3180-b9ef-037a41f22a11,Elliot577 Prohaska837,M,PSYCHIATRY,54 CLARK RD,BROOKLINE,MA,02445-6030,42.323853,-71.142003,0
7c287356-176c-36b5-9f3f-58b36ba71cb3,47d8c4f0-874d-3180-b9ef-037a41f22a11,Óscar156 Saldivar860,M,GENERAL PRACTICE,54 CLARK RD,BROOKLINE,MA,02445-6030,42.323853,-71.142003,15
739e0cf5-1e00-346a-a2bc-095e8ae61af8,529d130f-9c51-3461-ac43-46c481038762,Carmelia328 Ernser583,F,OPTOMETRY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
50b8cba6-75d7-38df-a48c-55c6ac17c150,529d130f-9c51-3461-ac43-46c481038762,Vivian245 Crooks415,F,OPTOMETRY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
cc36f991-9918-37df-98ca-66fc7e9bcde4,529d130f-9c51-3461-ac43-46c481038762,Fallon874 Mohr916,F,OPTOMETRY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
861d2a84-b85a-3dd3-9b12-2a9339ad01f5,529d130f-9c51-3461-ac43-46c481038762,Frieda277 Fisher429,F,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
63564e58-b20c-32f0-bef1-d7f1dbb775d2,529d130f-9c51-3461-ac43-46c481038762,Nathanial472 Kuhic920,M,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
a6693843-319b-3aa2-a065-5baaaa0f56f0,529d130f-9c51-3461-ac43-46c481038762,Johnathon489 Wiegand701,M,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
528aa2c8-0415-39a4-adce-c48db2581f51,529d130f-9c51-3461-ac43-46c481038762,Johnnie679 Gutmann970,M,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
24492e9f-4475-3ed4-b856-c210b3cd170e,529d130f-9c51-3461-ac43-46c481038762,Raquel318 Carranza218,F,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
bdebc1c7-61e4-3a0b-a04e-f9fc3f84063c,529d130f-9c51-3461-ac43-46c481038762,Sanford861 Gutkowski940,M,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
555f5ce3-f405-3324-9c08-0d7b7bc95cb2,529d130f-9c51-3461-ac43-46c481038762,Rebeca548 Ferrer164,F,OPHTHALMOLOGY,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,0
83c7bfd6-40a1-3390-ad1b-7dbaedceb53a,529d130f-9c51-3461-ac43-46c481038762,Deonna907 Willms744,F,GENERAL PRACTICE,31 CENTENNIAL DR,PEABODY,MA,01960-7901,42.534279,-70.969782,31
4c992ce4-ee94-33a1-b479-183b11183c89,d588c607-ff8f-35a8-ae27-c5852ea362c6,Gordon377 Goodwin327,M,GENERAL PRACTICE,200 N MAIN ST,EAST LONGMEADOW,MA,01028-2354,42.062378,-72.498111,84
c995d177-87be-33c8-90a5-194f16f9cdba,308b225d-2854-32ed-9b01-ee5fb2a8ecbf,Epifania219 Boehm581,F,CLINICAL PSYCHOLOGIST,21 EDISON AVE,MEDFORD,MA,02155-5829,42.423844,-71.10923100000001,0
44b7bffc-2491-3734-9076-eb77d5264694,308b225d-2854-32ed-9b01-ee5fb2a8ecbf,Alton320 Langworth352,M,CLINICAL PSYCHOLOGIST,21 EDISON AVE,MEDFORD,MA,02155-5829,42.423844,-71.10923100000001,0
cd2ce84e-b179-3164-a19f-ea5927858e84,308b225d-2854-32ed-9b01-ee5fb2a8ecbf,Taylor21 Koch169,M,GENERAL PRACTICE,21 EDISON AVE,MEDFORD,MA,02155-5829,42.423844,-71.10923100000001,36
45910f3e-0cd6-3cc4-b12a-cab7c493f800,9b3c647e-19a8-3017-9980-cb3c0160f3d9,Noble66 O'Reilly797,M,FAMILY PRACTICE,246 SOUTHBRIDGE RD,CHARLTEN,MA,01507-7251,42.097282,-72.05503399999998,0
07b2c1d2-bb44-3e7c-aa01-b55cf343e6c3,9b3c647e-19a8-3017-9980-cb3c0160f3d9,Felix524 Torp761,M,FAMILY PRACTICE,246 SOUTHBRIDGE RD,CHARLTEN,MA,01507-7251,42.097282,-72.05503399999998,0
88caee19-eb4f-33a0-a835-c30f76400233,9b3c647e-19a8-3017-9980-cb3c0160f3d9,Aubrey96 Buckridge80,M,GENERAL PRACTICE,246 SOUTHBRIDGE RD,CHARLTEN,MA,01507-7251,42.097282,-72.05503399999998,54
460c4e75-95d7-3b38-ab21-a05afa29dfac,901b8ebe-f338-3aa4-8cce-5fe855e466c2,Ester635 Vallejo39,F,GENERAL PRACTICE,1200 CONVERSE ST,LONGMEADOW,MA,01106-1760,42.047565000000006,-72.57113000000001,48
d16a4f82-4f0f-3d23-aa07-ab7655893375,4ca1bde9-84f1-320d-86dc-39bf90ecdd19,Russell422 Emmerich580,M,CLINICAL SOCIAL WORKER,311 B MAIN ST,WILLIAMSTOWN,MA,01267-2610,42.695743,-73.22211800000001,0
9b589f42-2459-3979-8c7f-a6cf64bc7d4b,4ca1bde9-84f1-320d-86dc-39bf90ecdd19,Aundrea980 Kilback373,F,GENERAL PRACTICE,311 B MAIN ST,WILLIAMSTOWN,MA,01267-2610,42.695743,-73.22211800000001,50
585b3fb7-1d88-3a39-9d04-7cabf78e1d0c,a4d9807c-ee1c-3cd6-94e5-c46ffae90643,Bernice532 Trantow673,F,GENERAL PRACTICE,76 BEDFORD ST,LEXINGTON,MA,02420-4640,42.445221999999994,-71.23001500000001,56
2338a2b9-f030-3ebf-8463-7114b2a8a2af,35e71418-a7ea-3693-8ea3-6544d35784aa,Ling534 Rolfson709,F,GENERAL PRACTICE,654 WASHINGTON ST,BRAINTREE,MA,02184-5747,42.205416,-71.00216800000003,18
a84ae9a2-86bf-33ca-8579-b4d94ade6e7a,9d274f97-5860-3640-a985-9d831e33136e,Kelly223 Renner328,M,NURSE PRACTITIONER,480 LYNNFIELD ST,LYNN,MA,01904-1419,42.474862,-70.96218499999999,0
fe3d1004-b6e9-3fd8-bab5-8ba4cf7d7d95,9d274f97-5860-3640-a985-9d831e33136e,Benton624 Keebler762,M,GENERAL PRACTICE,480 LYNNFIELD ST,LYNN,MA,01904-1419,42.474862,-70.96218499999999,25
9e4a6741-68f9-3df2-a92d-358150fdb427,9d274f97-5860-3640-a985-9d831e33136e,Hipolito984 Nader710,M,DERMATOLOGY,480 LYNNFIELD ST,LYNN,MA,01904-1419,42.474862,-70.96218499999999,0
ae5a876d-b7b2-3b56-b23b-4646835b79bb,e8d33a84-cad5-306a-9982-b011e4da175e,Tesha491 Walker122,F,GENERAL PRACTICE,185 LINCOLN ST,HINGHAM,MA,02043-1743,42.224319,-70.880673,90
f4f658c9-be46-38ba-8063-bdd6dfb9134e,49a2c683-61e9-340a-83b1-180d87b01c03,Chia293 Pagac496,F,PHYSICAL THERAPY,620 OLD W CENTRAL ST,FRANKLIN,MA,02038-2912,42.084858,-71.41057099999998,0
29fa3e96-7406-3e0b-aa39-8bc426f255b8,49a2c683-61e9-340a-83b1-180d87b01c03,Marian936 Jacobson885,F,PHYSICAL THERAPY,620 OLD W CENTRAL ST,FRANKLIN,MA,02038-2912,42.084858,-71.41057099999998,0
59d14c09-599f-3728-bdb6-f0d98a861a04,49a2c683-61e9-340a-83b1-180d87b01c03,Rafael239 Baumbach677,M,PHYSICAL THERAPY,620 OLD W CENTRAL ST,FRANKLIN,MA,02038-2912,42.084858,-71.41057099999998,0
e3902646-78b3-364b-aa75-461384ffa3b6,49a2c683-61e9-340a-83b1-180d87b01c03,Darius626 Bartoletti50,M,GENERAL PRACTICE,620 OLD W CENTRAL ST,FRANKLIN,MA,02038-2912,42.084858,-71.41057099999998,52
c4c961bd-c098-3d9b-9a2a-92f6938ffecd,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Abigail677 Carter549,F,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
4ad4cecc-b627-352e-96b1-d198a77a42a9,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Rubén780 Rodríquez611,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
c8759249-ee30-3bee-98df-8e45379f90af,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Aline709 Rosenbaum794,F,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
78df9b0c-fcf6-3251-b8e2-0cd75ee7fe4f,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Willie882 Haag279,F,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
9653536a-03d2-3cb4-808f-e047b9912982,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Guy979 Schmidt332,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
33efc673-e80c-316a-a4a7-30ebcfc45531,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Antione404 Shields502,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
80b50d85-78bd-36cb-a5ca-26584d73b21d,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Mariela993 Legros616,F,GENERAL PRACTICE,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,49
9cb6e7a6-53b4-38ba-938d-a3024a644871,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Morton637 Barton704,M,INTERNAL MEDICINE,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
0ccbb6ea-b79a-3912-b034-3d63c9a48d0c,49ed83a0-c4b4-3f28-9aa6-0058ce347992,Mason910 Harvey63,M,CHIROPRACTIC,21 MAIN ST,NORTH READING,MA,01864-2286,42.578222,-71.084398,0
00edbdf5-ffcb-3594-8cfb-e1b7439e1d51,49ed83a0-c4b4-3f28-9aa6-0058ce347992,Walter473 Stiedemann542,M,GENERAL PRACTICE,21 MAIN ST,NORTH READING,MA,01864-2286,42.578222,-71.084398,76
4269b68e-f7b6-3da1-a06e-799289d54a6f,09548a91-70ff-3bb3-8f61-ee52f80665c2,Mitchel812 Ratke343,M,NURSE PRACTITIONER,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
5d04e369-62e1-3643-bcf4-81874c8b73db,09548a91-70ff-3bb3-8f61-ee52f80665c2,Chantel847 Hermann103,F,NURSE PRACTITIONER,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
67e7357b-e78c-31ae-bca4-86caa85a2610,09548a91-70ff-3bb3-8f61-ee52f80665c2,Yulanda554 Moore224,F,NURSE PRACTITIONER,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
c6344cf7-2b4e-37c0-9bd6-ded27dcdd7c0,09548a91-70ff-3bb3-8f61-ee52f80665c2,Elva122 Bradtke547,F,NURSE PRACTITIONER,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
bd2afc64-a6eb-34fb-9907-febcae776c03,09548a91-70ff-3bb3-8f61-ee52f80665c2,Monroe732 Lind531,M,CARDIOVASCULAR DISEASE (CARDIOLOGY),10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
3c1f991d-bfdc-361d-851c-115706d500bf,09548a91-70ff-3bb3-8f61-ee52f80665c2,Pasquale620 Weimann465,M,CARDIOVASCULAR DISEASE (CARDIOLOGY),10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
1a96cf72-7768-3dc4-a0e5-352f1bdca2ae,09548a91-70ff-3bb3-8f61-ee52f80665c2,Shantay950 Kreiger457,F,ANESTHESIOLOGY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
8e4118c7-ff1b-3230-8093-c583b439468a,09548a91-70ff-3bb3-8f61-ee52f80665c2,Kent912 Pfannerstill264,M,ANESTHESIOLOGY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
ae42c3cf-97db-33e5-a7ea-ea65700b79e5,09548a91-70ff-3bb3-8f61-ee52f80665c2,Maria750 Nitzsche158,M,CERTIFIED NURSE MIDWIFE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
33ea3535-18bc-3bd5-963e-e2f306569e13,09548a91-70ff-3bb3-8f61-ee52f80665c2,Carlita746 Auer97,F,PODIATRY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
035432db-12ae-3f07-9e09-68168788e9a7,09548a91-70ff-3bb3-8f61-ee52f80665c2,Emmy828 Harvey63,F,PODIATRY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
73c71bd7-5d57-348d-8eae-69c609eeb7de,09548a91-70ff-3bb3-8f61-ee52f80665c2,Ernest565 Flatley871,M,NEPHROLOGY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
efb7c5fa-0626-3b5f-9d5d-f42ba7c4f8b2,09548a91-70ff-3bb3-8f61-ee52f80665c2,Leif534 Kunde533,M,NEPHROLOGY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
f827e788-9594-340b-bfb3-6d62db0482f4,09548a91-70ff-3bb3-8f61-ee52f80665c2,Adrian111 Nitzsche158,F,PHYSICIAN ASSISTANT,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
5aa7dca5-c53d-3159-b989-d56cd41fd8f6,09548a91-70ff-3bb3-8f61-ee52f80665c2,Maud851 Weimann465,F,FAMILY PRACTICE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
228ba362-7722-3807-97bb-14c70f450653,09548a91-70ff-3bb3-8f61-ee52f80665c2,Kymberly381 Schmeler639,F,GENERAL PRACTICE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,38
e70fb089-02f7-3f21-8061-08c9ca2ffb56,09548a91-70ff-3bb3-8f61-ee52f80665c2,Carmelo33 Ward668,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
df21a1b4-e547-3500-bc88-29f608f9eafe,09548a91-70ff-3bb3-8f61-ee52f80665c2,Annemarie794 Kuhn96,F,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
0b92ec3c-79f4-3635-9656-59f193abc0bb,09548a91-70ff-3bb3-8f61-ee52f80665c2,Virgil85 Jacobi462,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
bcd0f4c2-9731-3c02-b156-e44697d8bbe7,09548a91-70ff-3bb3-8f61-ee52f80665c2,Hien98 Bechtelar572,F,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
ba4ead14-6f3f-3e92-adef-078baf1b67be,09548a91-70ff-3bb3-8f61-ee52f80665c2,Tarra676 Willms744,F,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
1ba2a769-08b5-3e17-8123-1296c0bb1e74,09548a91-70ff-3bb3-8f61-ee52f80665c2,Adrian111 Schoen8,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
da738044-c5db-3033-bdc6-553bbf99d740,09548a91-70ff-3bb3-8f61-ee52f80665c2,Max124 Boyer713,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
7a68adc9-0471-3b8a-b888-d50b64a1f219,09548a91-70ff-3bb3-8f61-ee52f80665c2,Darcey370 Carroll471,F,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
480aea3d-5793-31bb-ae9d-05d847f69030,09548a91-70ff-3bb3-8f61-ee52f80665c2,Federico589 Zelaya592,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
a18dff3a-f680-300d-81d2-e0538f33150a,09548a91-70ff-3bb3-8f61-ee52f80665c2,Mercedes82 Cisneros174,F,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
ac8113f6-afd5-313c-a94b-8cebfc77f1f9,09548a91-70ff-3bb3-8f61-ee52f80665c2,Adan632 Harber290,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
40012669-69e8-3b93-ba2a-c839458a2fa4,09548a91-70ff-3bb3-8f61-ee52f80665c2,Odis959 Hilll811,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
d6b2eeec-7ef9-3519-9d0d-b7f7fc5a419f,09548a91-70ff-3bb3-8f61-ee52f80665c2,Hershel911 Stoltenberg489,M,INTERNAL MEDICINE,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
3ebce0be-73c8-3a88-ad14-7c18e38eb5e4,09548a91-70ff-3bb3-8f61-ee52f80665c2,Heidi513 Schamberger479,F,GASTROENTEROLOGY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
ea4487df-7e93-35d6-922c-05339e52b22d,09548a91-70ff-3bb3-8f61-ee52f80665c2,Dee580 Beatty507,F,GASTROENTEROLOGY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
32cb6224-7b5f-308d-933b-4da57ee5c42f,09548a91-70ff-3bb3-8f61-ee52f80665c2,Michael441 Bartell116,M,GENERAL SURGERY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
af49a94b-58e4-345a-87a9-7aa912db60ed,09548a91-70ff-3bb3-8f61-ee52f80665c2,Miyoko154 Kub800,F,GENERAL SURGERY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
47b3adc5-224d-3b26-8309-6485d20fe5fb,09548a91-70ff-3bb3-8f61-ee52f80665c2,Buford910 Von197,M,GENERAL SURGERY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
1d88763d-ddbd-3219-8518-203490a8f6cf,09548a91-70ff-3bb3-8f61-ee52f80665c2,Troy560 Fahey393,M,GENERAL SURGERY,10 HOSPITAL DR,HOLYOKE,MA,01040-6643,42.211656,-72.642448,0
a72dbca3-20ca-357e-a7be-6f09ff833a9a,a311cff8-ee06-3573-ba5a-42e96e52b0fb,Eliana466 Schamberger479,F,GENERAL PRACTICE,9 ALEXANDER AVE,BELMONT,MA,02478-4802,42.395317,-71.180284,48
c8cd501a-8a63-3d1a-9f8b-c1d770232c6c,6f30e0bc-bef3-33e0-a1f3-400d919f7c59,Erna640 Hartmann983,F,GENERAL PRACTICE,23 VILLAGE INN RD,WESTMINSTER,MA,01473-1660,42.5546,-71.90544,71
f647dc3a-cceb-3061-805e-de6fa1360651,82ee9d10-54f5-32aa-803a-1c6f80f4d74c,Mark765 Toy286,M,GENERAL PRACTICE,241 PERKINS ST,JAMAICA PLAIN,MA,02130-4010,42.33196,-71.020173,81
